ㄧ,一
ㄑㄧㄥ＊ㄐㄧㄥ,青
ㄈㄟ,非
ㄇㄧˇ＊ㄇㄧˊ,靡
1.ㄇㄧㄢˇ2.ㄊㄧㄢˇ,靦
ㄧㄝˋ,靨
ㄍㄜˊ＊ㄐㄧˊ,革
ㄉㄧㄥ,靪
ㄧㄣˇ,靷
1.ㄅㄚˇ2.ㄅㄚˋ,靶
ㄙㄚˇ,靸
ㄑㄧㄣˊ,靲
ㄧˋ,靾
ㄧㄤ,鞅
ㄅㄠ,鞄
1.ㄐㄧㄚˊ2.ㄊㄚˋ,鞈
ㄑㄧㄠˋ,鞘
ㄐㄩㄢ,鞙
ㄇㄢˊ,鞔
ㄐㄩˊ,鞠
1.ㄅㄧㄥˇ2.ㄅㄟ＊ㄆㄧˊ,鞞
ㄖㄡˊ,鞣
ㄐㄧㄢ,鞬
ㄉㄧ,鞮
ㄏㄜˊ,鞨
1.ㄇㄨˋ2.ㄇㄡˊ,鞪
ㄉㄚˊ,韃
ㄐㄧㄤ,韁
ㄏㄨㄛˋ,韄
ㄇㄟˋ,韎
ㄍㄜˊ,韐
ㄩㄣˋ,韗
ㄍㄡ,韝
ㄩㄣˋ,韞
ㄊㄠ,韜
ㄉㄨˊ,韣
ㄒㄧㄢ,韱
ㄧㄣ,音
ㄐㄧㄥˋ,竟
ㄏㄨㄤˊ,韹
ㄢ,韽
ㄧㄝˋ,頁
ㄎㄨㄟˊ,頄
ㄑㄧㄥˇ＊ㄑㄧㄥ,頃
ㄏㄤˊ,頏
ㄒㄩˋ,頊
ㄎㄨㄟˇ,頍
1.ㄉㄨㄣˋ2.ㄉㄨˊ,頓
ㄑㄧˊ,頎
ㄅㄢ,頒
ㄙㄨㄥˋ＊ㄖㄨㄥˊ,頌
ㄆㄛˇ,頗
ㄜˋ,頞
1.ㄏㄞˊ2.ㄎㄜ,頦
1.ㄒㄧㄝˊ2.ㄐㄧㄝˊ,頡
ㄩˇ,頨
ㄍㄜˊ,頜
ㄈㄨˇ,頫
ㄐㄩㄣ,頵
ㄊㄡˊ,頭
1.ㄐㄧㄥˇ2.ㄍㄥˇ,頸
ㄏㄢˋ,頷
ㄎㄨㄟˊ,頯
ㄏㄢˋ,顄
ㄎㄜ,顆
ㄑㄧㄣ,顉
ㄏㄨㄣˊ,顐
ㄜˊ,額
ㄊㄧˊ,題
ㄐㄧㄤˇ,顜
ㄎㄨ,顝
ㄉㄧㄢ,顛
ㄆㄧㄠˇ,顠
ㄇㄢˊ,顢
ㄓㄢˋ,顫
ㄑㄧㄢ,顩
1.ㄈㄥ2.ㄈㄥˋ,風
ㄆㄠˊ＊ㄅㄧㄠ,颮
ㄙㄚˋ,颯
ㄧㄤˊ,颺
ㄙ,颸
ㄙㄠ,颾
ㄧㄠˊ,颻
ㄈㄢˊ,颿
ㄌㄧㄠˊ,飂
1.ㄕˊ2.ㄙˋ3.ㄧˋ,食
ㄖㄣˋ,飪
1.ㄧㄣˇ2.ㄧㄣˋ,飲
ㄉㄨㄣˋ,飩
ㄈㄢˋ,飯
ㄅㄧˋ,飶
ㄧˊ,飴
ㄐㄧㄠˇ,餃
ㄦˇ,餌
ㄊㄧㄢˇ,餂
ㄒㄧㄤˇ,餉
1.ㄧㄤˇ2.ㄧㄤˋ,養
ㄅㄨ,餔
ㄍㄨㄢˇ,館
ㄉㄢˋ,餤
ㄓㄨㄟˋ,餟
ㄧㄠˊ,餚
ㄨㄟˋ＊ㄋㄟˇ,餧
ㄩㄣˋ,餫
ㄒㄧㄥˊ,餳
ㄞˋ,餲
ㄌㄧㄡˋ,餾
ㄐㄧㄣˇ,饉
ㄓㄨㄢˋ,饌
ㄧˋ,饐
ㄖㄠˊ,饒
ㄒㄧ,饎
ㄎㄨㄟˋ,饋
ㄕㄡˇ,首
ㄎㄨㄟˊ,馗
1.ㄍㄨㄛˊ2.ㄒㄩˋ,馘
ㄅㄧˋ,馝
ㄧㄢˇ,馣
ㄈㄨˋ,馥
ㄒㄧㄣ,馨
1.ㄈㄥˊ2.ㄆㄧㄥˊ,馮
1.ㄏㄢˋ2.ㄑㄧㄢ,馯
1.ㄊㄨㄛˊ2.ㄉㄨㄛˋ,馱
ㄓㄜˊ,馲
ㄒㄩㄣˊ＊ㄒㄩㄣˋ,馴
ㄐㄩㄝˊ,駃
ㄖˋ,馹
1.ㄗㄤˇ2.ㄗㄨˋ,駔
1.ㄊㄞˊ2.ㄉㄞˋ,駘
ㄏㄞˋ,駭
ㄊㄠˊ,駣
ㄑㄩㄢˊ,駩
ㄌㄤˊ,駺
1.ㄒㄧㄝˋ2.ㄏㄞˋ,駴
ㄞˊ,騃
ㄑㄧˊ,騎
ㄎㄨㄟˊ,騤
ㄐㄧㄢ,騝
ㄙㄠ,騷
ㄔㄥˊ,騬
ㄗㄡ,騶
ㄍㄨㄟ,騩
ㄑㄧㄢ＊ㄐㄧㄢˇ,騫
ㄊㄥˊ,騰
ㄑㄩ,驅
ㄑㄧˊ,騹
ㄒㄧˊ,騽
ㄠˊ,
ㄉㄧㄢˋ,驔
1.ㄊㄨㄛˊ2.ㄊㄢ,驒
ㄐㄧㄠ,驕
ㄓㄢˋ,驏
ㄕㄨㄤ,驦
1.ㄍㄨˇ2.ㄍㄨˊ3.ㄍㄨ,骨
1.ㄤ2.ㄎㄤˇ,骯
ㄊㄡˊ,骰
ㄎㄜ,髁
ㄅㄧˋ,髀
ㄆㄤˇ,
ㄗˋ,髊
ㄗㄤ,髒
1.ㄅㄧㄠ2.ㄕㄢ,髟
ㄇㄠˊ,髦
1.ㄇㄠˊ2.ㄇㄥˊ,髳
ㄐㄧˋ,髻
ㄎㄨㄛˋ,髺
ㄑㄩㄢˊ,鬈
ㄊㄧˋ,鬄
ㄐㄧㄢ,鬋
ㄕㄨㄣˋ,鬊
ㄉㄨㄛˇ,鬌
ㄓㄣˇ,鬒
ㄎㄨㄛˋ,鬠
ㄖㄤˊ,鬤
ㄗㄨㄢˇ,
ㄏㄢˇ,鬫
1.ㄍㄜˊ2.ㄌㄧˋ,鬲
ㄒㄧㄣˊ,鬵
ㄩˋ,鬻
ㄎㄨㄟˊ,魁
ㄑㄧˊ,鬾
1.ㄆㄛˋ2.ㄊㄨㄛˋ,魄
ㄊㄨㄟˊ,魋
ㄨㄟˋ＊ㄨㄟˊ,魏
ㄒㄩ,
ㄉㄧˊ,魡
ㄏㄤˊ,魧
ㄩㄢˊ,
ㄑㄩ,魼
ㄓㄚˇ,鮓
1.ㄒㄧㄢ2.ㄒㄧㄢˇ,鮮
ㄧˊ,
1.ㄍㄨㄟ2.ㄒㄧㄝˊ,鮭
ㄑㄧˊ,鮨
ㄆㄨ,鯆
ㄇㄧㄢˇ,鮸
ㄔㄡˊ,鯈
ㄐㄧˋ,鯽
ㄐㄧㄥ,鯨
ㄑㄧㄥ,鯖
ㄗㄡ,鯫
ㄐㄧㄡˋ,鯦
ㄒㄧㄚ,
ㄉㄧㄝˊ,鰈
ㄊㄧˊ,鯷
ㄩˊ,鰅
1.ㄙㄞ2.ㄒㄧˇ,鰓
ㄈㄨˋ,鰒
ㄑㄧㄡ,鰍
ㄐㄧㄢ,鰜
ㄊㄚˋ,鰨
ㄍㄨㄢ,鰥
ㄐㄧˊ,鰿
ㄓㄨㄢ,鱄
ㄇㄢˊ,鰻
ㄕㄢˋ,鱔
ㄗㄨㄣ,鱒
ㄩˋ,鱊
ㄅㄛ,鱍
ㄍㄨㄟˋ,鱖
1.ㄓㄢ3.ㄕㄢˋ＊ㄕㄢˋ,鱣
ㄕㄥˊ,鱦
ㄏㄡˋ,鱟
ㄌㄨㄛˋ,鱳
ㄌㄧˊ,鱺
1.ㄋㄧㄠˇ2.ㄉㄧㄠˇ,鳥
ㄉㄧㄠ,鳭
ㄍㄢ,鳱
ㄐㄩㄝˊ,鴃
ㄈㄨ,鳺
ㄧㄚ,鴉
1.ㄈㄣ2.ㄅㄢ,鳻
ㄩˋ,鴥
ㄉㄢˋ,鴠
ㄧˋ,鴩
1.ㄑㄩˊ2.ㄍㄡ,鴝
ㄧㄠˇ,鴢
ㄧㄢˋ,鴳
ㄐㄧˊ,鴶
ㄨ,鴮
ㄞˋ,鴱
1.ㄌㄨㄛˋ2.ㄍㄜˊ,鵅
ㄊㄨˊ,鵌
ㄅㄨˋ,鵏
1.ㄏㄨˊ2.ㄍㄨˇ,鵠
ㄐㄧㄝˊ,鵖
ㄔㄨㄣˊ,鶉
ㄉㄨㄛˋ,鵽
ㄑㄩㄝˋ,鵲
ㄧˋ,鶂
ㄅㄟ,鵯
ㄨˋ,鶩
ㄊㄧˊ,鶙
ㄩㄣˋ,鶤
ㄆㄧㄢ,鶣
ㄈㄨˊ,鶝
ㄐㄩˊ,鶪
ㄊㄧˊ,鶗
ㄏㄜˊ,鶡
ㄏㄜˋ,鶴
1.ㄍㄨˇ2.ㄏㄨˊ,鶻
ㄘㄤ,鶬
ㄧㄠˋ,鷂
ㄍㄠ,鷎
ㄧ,鷖
ㄧㄠˇ,鷕
ㄊㄨㄢˊ,鷒
ㄕㄨㄤˇ,鷞
ㄌㄧㄡˋ,鷚
ㄅㄧˋ,鷩
ㄊㄨㄢˊ,鷻
ㄧㄣˊ,鷣
ㄌㄧㄠˊ,鷯
1.ㄊㄢˊ2.ㄊㄧˊ,鷤
ㄐㄧㄠ,鷮
ㄆㄧˋ,鷿
ㄓㄨˊ,鸀
ㄩˋ,鸒
ㄋㄧㄥˊ,鸋
ㄕ,鸍
ㄉㄧˊ,鸐
ㄍㄨㄢˋ,鸛
ㄒㄧㄢˊ,鹹
1.ㄧㄢˊ2.ㄧㄢˋ,鹽
1.ㄅㄧㄠ2.ㄆㄠˊ,麃
ㄓㄨˋ,麆
ㄐㄩㄣ,麇
1.ㄌㄧˋ2.ㄌㄧˊ,麗
ㄋㄧˊ,麑
ㄐㄧ,麡
ㄇㄞˋ,麥
ㄑㄩˋ,麮
1.ㄇㄛˊ2.．ㄇㄜ3.ㄇㄚˊ,麼
ㄋㄧㄢˊ,黏
ㄔ,黐
ㄏㄟ,黑
ㄑㄧㄢˊ,黔
ㄧㄝˋ,黦
ㄧㄢˇ,黤
ㄉㄤˇ,黨
ㄊㄢˇ,黮
ㄧㄢˇ,黭
1.ㄇㄧㄣˇ2.ㄇㄥˇ,黽
ㄔㄠˊ＊ㄓㄠ,
ㄋㄞˋ,鼐
ㄉㄨㄥ,鼕
ㄨㄣˊ,鼤
ㄈㄣˊ,鼢
ㄑㄧㄢˇ,鼸
ㄙ,鼶
ㄏㄢ,鼾
ㄏㄜˊ,齃
1.ㄑㄧˊ2.ㄐㄧˋ3.ㄗ＊ㄓㄞ,齊
ㄓㄞ,齋
ㄐㄧˋ,齌
ㄏㄜˊ,齕
ㄧㄚˊ,齖
ㄧㄣˊ,齗
ㄒㄧㄝˋ,齛
ㄧㄢˇ,齞
ㄔ,齝
ㄧㄣˊ,齦
ㄎㄨㄣˇ,齫
ㄗㄡ,齱
ㄗㄜˊ,齰
ㄧˇ,齮
ㄩˊ,齵
ㄗㄡ,齺
ㄌㄨㄥˊ,龍
ㄍㄨㄥ,龔
1.ㄍㄨㄟ2.ㄐㄩㄣ3.ㄑㄧㄡ,龜
ㄅㄚ,叭
ㄅㄚ,巴
ㄅㄚ,芭
ㄅㄚ,疤
ㄅㄚ,粑
ㄅㄚ,蚆
ㄅㄚ,豝
ㄅㄚ,峇
ㄅㄚˊ,魃
ㄅㄚˊ,鼥
ㄅㄚˋ,弝
ㄅㄚˋ,爸
ㄅㄚˋ,猈
ㄅㄚˋ,矲
ㄅㄚˋ,灞
ㄅㄚˋ,壩
ㄅㄛ,玻
ㄅㄛ,缽
ㄅㄛ,嚗
ㄅㄛ,嶓
ㄅㄛ,砵
ㄅㄛ,蹳
ㄅㄛ,餑
ㄅㄛˊ,勃
ㄅㄛˊ,博
ㄅㄛˊ,帛
ㄅㄛˊ,僰
ㄅㄛˊ,渤
ㄅㄛˊ,懪
ㄅㄛˊ,舶
ㄅㄛˊ,鉑
ㄅㄛˊ,駁
ㄅㄛˊ,脖
ㄅㄛˊ,蔔
ㄅㄛˊ,挬
ㄅㄛˊ,浡
ㄅㄛˊ,犮
ㄅㄛˊ,瓝
ㄅㄛˊ,礡
ㄅㄛˊ,簙
ㄅㄛˊ,駮
ㄅㄛˊ,糪
ㄅㄛˊ,髆
ㄅㄛˊ,襮
ㄅㄛˊ,鎛
ㄅㄛˊ,鑮
ㄅㄛˊ,襏
ㄅㄛˊ,郣
ㄅㄛˊ,鵓
ㄅㄛˋ,亳
ㄅㄛˋ,挀
ㄅㄛˋ,檗
ㄅㄞ,掰
ㄅㄞˇ,擺
ㄅㄞˋ,拜
ㄅㄞˋ,敗
ㄅㄞˋ,唄
ㄅㄞˋ,稗
ㄅㄞˋ,粺
ㄅㄟ,卑
ㄅㄟ,悲
ㄅㄟ,杯
ㄅㄟ,盃
ㄅㄟ,碑
ㄅㄟ,揹
ㄅㄟ,桮
ㄅㄟˋ,倍
ㄅㄟˋ,鄁
ㄅㄟˋ,備
ㄅㄟˋ,鋇
ㄅㄟˋ,狽
ㄅㄟˋ,糒
ㄅㄟˋ,貝
ㄅㄟˋ,偝
ㄅㄟˋ,牬
ㄅㄟˋ,碚
ㄅㄟˋ,輩
ㄅㄟˋ,褙
ㄅㄟˋ,郥
ㄅㄟˋ,焙
ㄅㄟˋ,蓓
ㄅㄠ,苞
ㄅㄠ,褒
ㄅㄠ,孢
ㄅㄠ,煲
ㄅㄠˇ,保
ㄅㄠˇ,寶
ㄅㄠˇ,褓
ㄅㄠˇ,飽
ㄅㄠˇ,媬
ㄅㄠˇ,駂
ㄅㄠˇ,鳵
ㄅㄠˇ,鴇
ㄅㄠˋ,豹
ㄅㄠˋ,鮑
ㄅㄠˋ,儤
ㄅㄠˋ,忁
ㄅㄠˋ,虣
ㄅㄢ,搬
ㄅㄢ,斑
ㄅㄢ,班
ㄅㄢ,斒
ㄅㄢ,瘢
ㄅㄢ,褩
ㄅㄢˇ,板
ㄅㄢˇ,版
ㄅㄢˇ,舨
ㄅㄢˇ,阪
ㄅㄢˇ,昄
ㄅㄢˇ,粄
ㄅㄢˇ,蝂
ㄅㄢˇ,鈑
ㄅㄢˋ,瓣
ㄅㄢˋ,絆
ㄅㄢˋ,辦
ㄅㄢˋ,湴
ㄅㄢˋ,靽
ㄅㄣ,渀
ㄅㄣ,錛
ㄅㄣˇ,本
ㄅㄣˇ,畚
ㄅㄣˇ,苯
ㄅㄣˋ,笨
ㄅㄣˋ,坌
ㄅㄤ,幫
ㄅㄤ,梆
ㄅㄤ,邦
ㄅㄤ,鞤
ㄅㄤˇ,綁
ㄅㄤˇ,牓
ㄅㄤˋ,棒
ㄅㄤˋ,謗
ㄅㄤˋ,玤
ㄅㄤˋ,艕
ㄅㄤˋ,蒡
ㄅㄥ,崩
ㄅㄥ,伻
ㄅㄥ,傰
ㄅㄥ,祊
ㄅㄥˊ,甭
ㄅㄥˇ,琫
ㄅㄥˋ,蹦
ㄅㄥˋ,泵
ㄅㄧ,屄
ㄅㄧˊ,鼻
ㄅㄧˇ,匕
ㄅㄧˇ,彼
ㄅㄧˇ,筆
ㄅㄧˇ,朼
ㄅㄧˇ,柀
ㄅㄧˇ,沘
ㄅㄧˇ,秕
ㄅㄧˋ,幣
ㄅㄧˋ,庇
ㄅㄧˋ,弼
ㄅㄧˋ,必
ㄅㄧˋ,愎
ㄅㄧˋ,敝
ㄅㄧˋ,斃
ㄅㄧˋ,璧
ㄅㄧˋ,佖
ㄅㄧˋ,畢
ㄅㄧˋ,嗶
ㄅㄧˋ,碧
ㄅㄧˋ,閉
ㄅㄧˋ,陛
ㄅㄧˋ,睥
ㄅㄧˋ,蔽
ㄅㄧˋ,嬖
ㄅㄧˋ,彃
ㄅㄧˋ,怭
ㄅㄧˋ,愊
ㄅㄧˋ,揊
ㄅㄧˋ,毖
ㄅㄧˋ,繴
ㄅㄧˋ,罼
ㄅㄧˋ,滭
ㄅㄧˋ,腷
ㄅㄧˋ,獘
ㄅㄧˋ,畀
ㄅㄧˋ,蓽
ㄅㄧˋ,皕
ㄅㄧˋ,蜌
ㄅㄧˋ,箅
ㄅㄧˋ,襞
ㄅㄧˋ,粊
ㄅㄧˋ,襣
ㄅㄧˋ,湢
ㄅㄧˋ,觱
ㄅㄧˋ,珌
ㄅㄧˋ,詖
ㄅㄧˋ,稫
ㄅㄧˋ,綼
ㄅㄧˋ,熚
ㄅㄧˋ,痹
ㄅㄧˋ,篳
ㄅㄧˋ,贔
ㄅㄧˋ,蹕
ㄅㄧˋ,躄
ㄅㄧˋ,邲
ㄅㄧˋ,鄪
ㄅㄧˋ,鼊
ㄅㄧˋ,鉍
ㄅㄧˋ,駜
ㄅㄧˋ,驆
ㄅㄧˋ,髲
ㄅㄧˋ,鮅
ㄅㄧˋ,閟
ㄅㄧㄝ,鱉
ㄅㄧㄝ,虌
ㄅㄧㄝˊ,別
ㄅㄧㄝˊ,蛂
ㄅㄧㄝˊ,蟞
ㄅㄧㄝˊ,襒
ㄅㄧㄝˊ,蹩
ㄅㄧㄠ,爂
ㄅㄧㄠ,彪
ㄅㄧㄠ,猋
ㄅㄧㄠ,鑣
ㄅㄧㄠ,滮
ㄅㄧㄠ,熛
ㄅㄧㄠ,鏢
ㄅㄧㄠ,儦
ㄅㄧㄠ,瘭
ㄅㄧㄠ,穮
ㄅㄧㄠ,臕
ㄅㄧㄠ,蔈
ㄅㄧㄠ,贆
ㄅㄧㄠ,飆
ㄅㄧㄠ,驫
ㄅㄧㄠˇ,婊
ㄅㄧㄠˇ,表
ㄅㄧㄠˇ,錶
ㄅㄧㄠˇ,俵
ㄅㄧㄠˇ,裱
ㄅㄧㄠˇ,褾
ㄅㄧㄠˋ,鰾
ㄅㄧㄢ,邊
ㄅㄧㄢ,鞭
ㄅㄧㄢ,甂
ㄅㄧㄢ,籩
ㄅㄧㄢˇ,匾
ㄅㄧㄢˇ,貶
ㄅㄧㄢˇ,惼
ㄅㄧㄢˇ,窆
ㄅㄧㄢˇ,豍
ㄅㄧㄢˋ,卞
ㄅㄧㄢˋ,辮
ㄅㄧㄢˋ,變
ㄅㄧㄢˋ,忭
ㄅㄧㄢˋ,抃
ㄅㄧㄢˋ,汴
ㄅㄧㄢˋ,汳
ㄅㄧㄢˋ,釆
ㄅㄧㄢˋ,閞
ㄅㄧㄢˋ,鴘
ㄅㄧㄣ,彬
ㄅㄧㄣ,濱
ㄅㄧㄣ,繽
ㄅㄧㄣ,斌
ㄅㄧㄣ,邠
ㄅㄧㄣ,鑌
ㄅㄧㄣ,驞
ㄅㄧㄣˋ,殯
ㄅㄧㄣˋ,臏
ㄅㄧㄣˋ,鬢
ㄅㄧㄣˋ,擯
ㄅㄧㄣˋ,髕
ㄅㄧㄥ,兵
ㄅㄧㄥ,掤
ㄅㄧㄥˇ,鉼
ㄅㄧㄥˇ,丙
ㄅㄧㄥˇ,秉
ㄅㄧㄥˇ,餅
ㄅㄧㄥˇ,昺
ㄅㄧㄥˇ,窉
ㄅㄧㄥˇ,炳
ㄅㄧㄥˋ,併
ㄅㄧㄥˋ,摒
ㄅㄧㄥˋ,病
ㄅㄧㄥˋ,庰
ㄅㄨ,峬
ㄅㄨ,晡
ㄅㄨ,逋
ㄅㄨˇ,卜
ㄅㄨˇ,補
ㄅㄨˇ,鳪
ㄅㄨˋ,布
ㄅㄨˋ,步
ㄅㄨˋ,鈽
ㄅㄨˋ,佈
ㄅㄨˋ,抪
ㄆㄚ,啪
ㄆㄚ,葩
ㄆㄚ,趴
ㄆㄚˊ,爬
ㄆㄚˊ,琶
ㄆㄚˋ,帊
ㄆㄛ,坡
ㄆㄛ,潑
ㄆㄛˊ,婆
ㄆㄛˊ,皤
ㄆㄛˇ,叵
ㄆㄛˋ,珀
ㄆㄛˋ,破
ㄆㄛˋ,粕
ㄆㄛˋ,胉
ㄆㄛˋ,蒪
ㄆㄛˋ,釙
ㄆㄞˊ,俳
ㄆㄞˊ,牌
ㄆㄞˋ,派
ㄆㄞˋ,湃
ㄆㄞˋ,鎃
ㄆㄟ,呸
ㄆㄟ,胚
ㄆㄟ,岯
ㄆㄟ,柸
ㄆㄟ,醅
ㄆㄟˊ,賠
ㄆㄟˊ,陪
ㄆㄟˊ,毰
ㄆㄟˊ,邳
ㄆㄟˋ,佩
ㄆㄟˋ,珮
ㄆㄟˋ,配
ㄆㄟˋ,旆
ㄆㄟˋ,浿
ㄆㄟˋ,霈
ㄆㄠ,脬
ㄆㄠˊ,匏
ㄆㄠˊ,咆
ㄆㄠˊ,庖
ㄆㄠˊ,袍
ㄆㄠˊ,炰
ㄆㄠˋ,皰
ㄆㄠˋ,奅
ㄆㄠˋ,砲
ㄆㄡˊ,抔
ㄆㄢ,攀
ㄆㄢ,眅
ㄆㄢˊ,盤
ㄆㄢˊ,磐
ㄆㄢˊ,槃
ㄆㄢˊ,縏
ㄆㄢˊ,鞶
ㄆㄢˋ,判
ㄆㄢˋ,叛
ㄆㄢˋ,畔
ㄆㄢˋ,盼
ㄆㄢˋ,沜
ㄆㄢˋ,泮
ㄆㄢˋ,牉
ㄆㄢˋ,頖
ㄆㄣˊ,盆
ㄆㄤ,乓
ㄆㄤ,滂
ㄆㄤ,汸
ㄆㄤˊ,舽
ㄆㄤˇ,耪
ㄆㄥ,烹
ㄆㄥ,怦
ㄆㄥ,恲
ㄆㄥ,漰
ㄆㄥ,磞
ㄆㄥ,軯
ㄆㄥ,駍
ㄆㄥˊ,朋
ㄆㄥˊ,棚
ㄆㄥˊ,篷
ㄆㄥˊ,蓬
ㄆㄥˊ,鵬
ㄆㄥˊ,憉
ㄆㄥˊ,芃
ㄆㄥˊ,蟛
ㄆㄥˊ,輣
ㄆㄥˊ,髼
ㄆㄥˊ,鬅
ㄆㄥˇ,剻
ㄆㄥˇ,皏
ㄆㄥˋ,碰
ㄆㄥˋ,踫
ㄆㄥˋ,掽
ㄆㄥˋ,椪
ㄆㄧ,丕
ㄆㄧ,伾
ㄆㄧ,憵
ㄆㄧ,狉
ㄆㄧ,砒
ㄆㄧ,礔
ㄆㄧ,翍
ㄆㄧ,釽
ㄆㄧ,銔
ㄆㄧ,駓
ㄆㄧ,髬
ㄆㄧˊ,啤
ㄆㄧˊ,毗
ㄆㄧˊ,琵
ㄆㄧˊ,疲
ㄆㄧˊ,皮
ㄆㄧˊ,脾
ㄆㄧˊ,陴
ㄆㄧˊ,鼙
ㄆㄧˊ,蠯
ㄆㄧˊ,毘
ㄆㄧˊ,毞
ㄆㄧˊ,犤
ㄆㄧˊ,羆
ㄆㄧˊ,膍
ㄆㄧˊ,貔
ㄆㄧˊ,錍
ㄆㄧˊ,阰
ㄆㄧˊ,魾
ㄆㄧˇ,仳
ㄆㄧˇ,癖
ㄆㄧˇ,嚭
ㄆㄧˇ,圮
ㄆㄧˇ,庀
ㄆㄧˇ,諀
ㄆㄧˋ,媲
ㄆㄧˋ,屁
ㄆㄧˋ,譬
ㄆㄧˋ,闢
ㄆㄧˋ,擗
ㄆㄧˋ,澼
ㄆㄧˋ,甓
ㄆㄧㄝ,瞥
ㄆㄧㄝ,
ㄆㄧㄝˋ,嫳
ㄆㄧㄠ,飄
ㄆㄧㄠ,嘌
ㄆㄧㄠ,旚
ㄆㄧㄠˊ,瓢
ㄆㄧㄠˇ,犥
ㄆㄧㄠˇ,皫
ㄆㄧㄠˇ,篻
ㄆㄧㄠˇ,醥
ㄆㄧㄠˋ,驃
ㄆㄧㄢ,偏
ㄆㄧㄢ,篇
ㄆㄧㄢ,翩
ㄆㄧㄢ,媥
ㄆㄧㄢˊ,駢
ㄆㄧㄢˊ,胼
ㄆㄧㄢˊ,骿
ㄆㄧㄢˋ,騙
ㄆㄧㄣˊ,嬪
ㄆㄧㄣˊ,貧
ㄆㄧㄣˊ,頻
ㄆㄧㄣˊ,顰
ㄆㄧㄣˊ,嚬
ㄆㄧㄣˇ,品
ㄆㄧㄣˋ,牝
ㄆㄧㄥ,乒
ㄆㄧㄥ,甹
ㄆㄧㄥ,砯
ㄆㄧㄥ,頩
ㄆㄧㄥˊ,坪
ㄆㄧㄥˊ,憑
ㄆㄧㄥˊ,瓶
ㄆㄧㄥˊ,萍
ㄆㄧㄥˊ,評
ㄆㄧㄥˊ,帡
ㄆㄧㄥˊ,洴
ㄆㄧㄥˊ,缾
ㄆㄧㄥˊ,蓱
ㄆㄧㄥˊ,蛢
ㄆㄧㄥˊ,郱
ㄆㄧㄥˊ,鵧
ㄆㄨ,噗
ㄆㄨ,扑
ㄆㄨˊ,僕
ㄆㄨˊ,匍
ㄆㄨˊ,葡
ㄆㄨˊ,墣
ㄆㄨˊ,濮
ㄆㄨˊ,獛
ㄆㄨˊ,璞
ㄆㄨˊ,纀
ㄆㄨˊ,蒱
ㄆㄨˊ,酺
ㄆㄨˊ,鏷
ㄆㄨˇ,圃
ㄆㄨˇ,普
ㄆㄨˇ,浦
ㄆㄨˇ,鐠
ㄇㄚ,嬤
ㄇㄚˊ,痲
ㄇㄚˊ,麻
ㄇㄚˊ,犘
ㄇㄚˇ,瑪
ㄇㄚˇ,碼
ㄇㄚˇ,馬
ㄇㄚˇ,鎷
ㄇㄚˋ,罵
ㄇㄚˋ,嘜
ㄇㄚˋ,禡
ㄇㄛˊ,糢
ㄇㄛˊ,蘑
ㄇㄛˊ,魔
ㄇㄛˊ,劘
ㄇㄛˊ,嫫
ㄇㄛˊ,饃
ㄇㄛˊ,髍
ㄇㄛˋ,寞
ㄇㄛˋ,末
ㄇㄛˋ,歿
ㄇㄛˋ,沫
ㄇㄛˋ,漠
ㄇㄛˋ,秣
ㄇㄛˋ,茉
ㄇㄛˋ,貊
ㄇㄛˋ,陌
ㄇㄛˋ,驀
ㄇㄛˋ,墨
ㄇㄛˋ,默
ㄇㄛˋ,嗼
ㄇㄛˋ,袹
ㄇㄛˋ,貘
ㄇㄛˋ,枺
ㄇㄛˋ,纆
ㄇㄛˋ,蟔
ㄇㄛˋ,妺
ㄇㄛˋ,瘼
ㄇㄛˋ,鄚
ㄇㄛˋ,鏌
ㄇㄛˋ,靺
ㄇㄛˋ,鬕
ㄇㄞˊ,霾
ㄇㄞˇ,買
ㄇㄞˇ,鷶
ㄇㄞˋ,賣
ㄇㄞˋ,邁
ㄇㄞˋ,勱
ㄇㄟˊ,枚
ㄇㄟˊ,梅
ㄇㄟˊ,煤
ㄇㄟˊ,玫
ㄇㄟˊ,眉
ㄇㄟˊ,莓
ㄇㄟˊ,霉
ㄇㄟˊ,黴
ㄇㄟˊ,嵋
ㄇㄟˊ,徾
ㄇㄟˊ,攗
ㄇㄟˊ,楣
ㄇㄟˊ,湄
ㄇㄟˊ,禖
ㄇㄟˊ,腜
ㄇㄟˊ,鋂
ㄇㄟˇ,美
ㄇㄟˇ,鎂
ㄇㄟˇ,媺
ㄇㄟˇ,挴
ㄇㄟˇ,浼
ㄇㄟˇ,渼
ㄇㄟˋ,妹
ㄇㄟˋ,媚
ㄇㄟˋ,蝐
ㄇㄟˋ,寐
ㄇㄟˋ,魅
ㄇㄟˋ,煝
ㄇㄟˋ,眛
ㄇㄟˋ,蝞
ㄇㄟˋ,袂
ㄇㄠˊ,矛
ㄇㄠˊ,茅
ㄇㄠˊ,錨
ㄇㄠˊ,枆
ㄇㄠˊ,蟊
ㄇㄠˊ,軞
ㄇㄠˊ,鶜
ㄇㄠˇ,卯
ㄇㄠˇ,昴
ㄇㄠˇ,泖
ㄇㄠˇ,鉚
ㄇㄠˋ,帽
ㄇㄠˋ,貌
ㄇㄠˋ,媢
ㄇㄠˋ,耄
ㄇㄠˋ,萺
ㄇㄠˋ,蓩
ㄇㄠˋ,鄮
